name,price,info,link,is_available
Индуктивный щелевой датчик ТЕКО ISN N2P-32N-6-LZ,3 120 руб.,"Соединение:; Кабель; Тип выходного сигнала:; NPN; Функция переключения:; NC; Ширина щели, мм:; 6",https://sensoren.ru/product/induktivnyy_shchelevoy_datchik_teko_isn_n2p_32n_6_lz/,под заказ
Индуктивный щелевой датчик ТЕКО ISN N2P-31N-6-LZ,3 060 руб.,"Соединение:; Кабель; Тип выходного сигнала:; NPN; Функция переключения:; NO; Ширина щели, мм:; 6",https://sensoren.ru/product/induktivnyy_shchelevoy_datchik_teko_isn_n2p_31n_6_lz/,под заказ
Щелевой датчик Banner SL10VB6VYQ,39 200 руб.,"Глубина щели, мм:; 45; Соединение:; Разъем M12; Тип выходного сигнала:; PNP/NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 10",https://sensoren.ru/product/shchelevoy_datchik_banner_sl10vb6vyq/,под заказ
"Индуктивный щелевой датчик Pepperl Fuchs GT3,51 50.000/0400",37 400 руб.,"Тип выходного сигнала:; PNP; Функция переключения:; NO; Ширина щели, мм:; 3,5",https://sensoren.ru/product/induktivnyy_shchelevoy_datchik_pepperl_fuchs_gt3_51_50_000_0400/,под заказ
Индуктивный щелевой датчик Pepperl Fuchs SJ30-A2,54 800 руб.,"Соединение:; Кабель; Тип выходного сигнала:; PNP; Функция переключения:; NO/NC; Ширина щели, мм:; 30",https://sensoren.ru/product/induktivnyy_shchelevoy_datchik_pepperl_fuchs_sj30_a2/,под заказ
Оптический щелевой датчик этикеток Leuze Electronic IGS 63B/6.3,39 496 руб.,"Глубина щели, мм:; 61; Соединение:; Кабель; Тип выходного сигнала:; PUSH/PULL; Ширина щели, мм:; 3",https://sensoren.ru/product/opticheskiy_shchelevoy_datchik_etiketok_leuze_electronic_igs_63b_6_3/,под заказ
Щелевой датчик Pepperl Fuchs GL3-U/153,2 000 руб.,"Соединение:; Кабель; Тип выходного сигнала:; NPN; Ширина щели, мм:; 3,15",https://sensoren.ru/product/shchelevoy_datchik_pepperl_fuchs_gl3_u_153/,под заказ
Щелевой датчик LANBAO PU05M-TGNR-L-F4,2 010 руб.,"Глубина щели, мм:; 8,4; Соединение:; Кабель с разъемом; Тип выходного сигнала:; NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 5",https://sensoren.ru/product/shchelevoy_datchik_lanbao_pu05m_tgnr_l_f4/,под заказ
Щелевой датчик этикетки Leuze Electronic GSX14E/LGT.3-M12,131 901 руб.,"Глубина щели, мм:; 80; Соединение:; Разъем; Тип выходного сигнала:; PUSH/PULL; Функция переключения:; NO/NC; Ширина щели, мм:; 4",https://sensoren.ru/product/shchelevoy_datchik_etiketki_leuze_electronic_gsx14e_lgt_3_m12/,под заказ
Индуктивный щелевой датчик Pepperl Fuchs SJ5-N-Y293307,39 200 руб.,"Соединение:; Кабель; Тип выходного сигнала:; NAMUR; Функция переключения:; NC; Ширина щели, мм:; 5",https://sensoren.ru/product/induktivnyy_shchelevoy_datchik_pepperl_fuchs_sj5_n_y293307/,под заказ
Щелевой датчик SICK WFM80-60P321,22 740 руб.,"Глубина щели, мм:; 60; Соединение:; Разъем M8; Тип выходного сигнала:; PNP; Функция переключения:; на затемнение; Ширина щели, мм:; 80",https://sensoren.ru/product/shchelevoy_datchik_sick_wfm80_60p321/,под заказ
Щелевой датчик LANBAO PU05M-TGNR-F-F4,2 010 руб.,"Глубина щели, мм:; 8,4; Соединение:; Кабель с разъемом; Тип выходного сигнала:; NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 5",https://sensoren.ru/product/shchelevoy_datchik_lanbao_pu05m_tgnr_f_f4/,под заказ
Ультразвуковой щелевой датчик этикетки Leuze Electronic IGSU 14D/6.3G-S12,265 164 руб.,"Глубина щели, мм:; 70; Соединение:; Разъем; Тип выходного сигнала:; PUSH/PULL; Функция переключения:; NO/NC; Ширина щели, мм:; 4",https://sensoren.ru/product/ultrazvukovoy_shchelevoy_datchik_etiketki_leuze_electronic_igsu_14d_6_3g_s12/,под заказ
Ультразвуковой щелевой датчик этикетки Leuze Electronic GSU14E/LGT.3-M12V,86 742 руб.,"Глубина щели, мм:; 80; Соединение:; Разъем; Тип выходного сигнала:; PUSH/PULL; Функция переключения:; NO/NC; Ширина щели, мм:; 4",https://sensoren.ru/product/ultrazvukovoy_shchelevoy_datchik_etiketki_leuze_electronic_gsu14e_lgt_3_m12v/,под заказ
"Оптический щелевой датчик этикеток Leuze Electronic GS 63B/6,200-S12",32 789 руб.,"Глубина щели, мм:; 61; Соединение:; Кабель с разъемом; Тип выходного сигнала:; PUSH/PULL; Ширина щели, мм:; 3",https://sensoren.ru/product/opticheskiy_shchelevoy_datchik_etiketok_leuze_electronic_gs_63b_6_200_s12/,под заказ
Щелевой датчик Pepperl Fuchs GL5-T/28a/115,4 500 руб.,"Соединение:; Кабель; Тип выходного сигнала:; 2 NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 5",https://sensoren.ru/product/shchelevoy_datchik_pepperl_fuchs_gl5_t_28a_115/,под заказ
Щелевой датчик Wenglor P1HJ006,108 100 руб.,"Глубина щели, мм:; 84,5; Соединение:; Разъем M8; Тип выходного сигнала:; PNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 50",https://sensoren.ru/product/shchelevoy_datchik_wenglor_p1hj006/,под заказ
Щелевой датчик этикетки Leuze Electronic GSX14E/1WT.3-M12V,131 901 руб.,"Глубина щели, мм:; 80; Соединение:; Разъем; Тип выходного сигнала:; PUSH/PULL; Функция переключения:; NO/NC; Ширина щели, мм:; 4",https://sensoren.ru/product/shchelevoy_datchik_etiketki_leuze_electronic_gsx14e_1wt_3_m12v/,под заказ
Щелевой датчик Banner SLM30B6,47 500 руб.,"Глубина щели, мм:; 60,8; Соединение:; Кабель; Тип выходного сигнала:; PNP/NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 30",https://sensoren.ru/product/shchelevoy_datchik_banner_slm30b6/,под заказ
Щелевой датчик Banner SL30VB6VY,39 200 руб.,"Глубина щели, мм:; 45; Соединение:; Кабель; Тип выходного сигнала:; PNP/NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 30",https://sensoren.ru/product/shchelevoy_datchik_banner_sl30vb6vy/,под заказ
Щелевой датчик Pepperl Fuchs GL5-U/43a/115,4 500 руб.,"Соединение:; Кабель; Тип выходного сигнала:; 2xPNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 5",https://sensoren.ru/product/shchelevoy_datchik_pepperl_fuchs_gl5_u_43a_115/,под заказ
Щелевой датчик Pepperl Fuchs GL5-L/43a/115,4 500 руб.,"Соединение:; Кабель; Тип выходного сигнала:; 2xPNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 5",https://sensoren.ru/product/shchelevoy_datchik_pepperl_fuchs_gl5_l_43a_115/,под заказ
Щелевой датчик Pepperl Fuchs GL5-F-6183,9 100 руб.,"Соединение:; Кабель с разъемом; Тип выходного сигнала:; NPN; Функция переключения:; на свет; Ширина щели, мм:; 5",https://sensoren.ru/product/shchelevoy_datchik_pepperl_fuchs_gl5_f_6183/,под заказ
Щелевой датчик этикетки SICK WFS3-40B41CA70,22 740 руб.,"Глубина щели, мм:; 42; Соединение:; Разъем; Тип выходного сигнала:; PUSH/PULL; Функция переключения:; NO/NC; Ширина щели, мм:; 3",https://sensoren.ru/product/shchelevoy_datchik_etiketki_sick_wfs3_40b41ca70/,под заказ
Щелевой датчик Banner SLM30P6Q,47 500 руб.,"Глубина щели, мм:; 60,8; Соединение:; Разъем M8; Тип выходного сигнала:; PNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 30",https://sensoren.ru/product/shchelevoy_datchik_banner_slm30p6q/,под заказ
Щелевой датчик для этикеток Banner SLE5-PIR-Q7,40 500 руб.,"Глубина щели, мм:; 50; Соединение:; Разъем; Тип выходного сигнала:; PNP; Функция переключения:; NO/NC; Ширина щели, мм:; 5",https://sensoren.ru/product/shchelevoy_datchik_dlya_etiketok_banner_sle5_pir_q7/,под заказ
Щелевой датчик Pepperl Fuchs RAL150-IR/32/98,253 700 руб.,"Глубина щели, мм:; 150; Соединение:; Разъем M8; Тип выходного сигнала:; PNP; Функция переключения:; на затемнение; Ширина щели, мм:; 150",https://sensoren.ru/product/shchelevoy_datchik_pepperl_fuchs_ral150_ir_32_98/,под заказ
Щелевой датчик Pepperl Fuchs GL50-IR/32/40a/98a,50 400 руб.,"Глубина щели, мм:; 55; Соединение:; Разъем M8; Тип выходного сигнала:; PNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 50",https://sensoren.ru/product/shchelevoy_datchik_pepperl_fuchs_gl50_ir_32_40a_98a/,под заказ
Щелевой датчик SICK WFL80-60B416,57 610 руб.,"Глубина щели, мм:; 59; Соединение:; Разъем M8; Тип выходного сигнала:; PNP/NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 80",https://sensoren.ru/product/shchelevoy_datchik_sick_wfl80_60b416/,под заказ
Щелевой датчик SICK WF5-60B410,27 290 руб.,"Глубина щели, мм:; 59; Соединение:; Разъем M8; Тип выходного сигнала:; PNP/NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 5",https://sensoren.ru/product/shchelevoy_datchik_sick_wf5_60b410/,под заказ
Щелевой датчик Banner SLM50B6QPMA,58 300 руб.,"Глубина щели, мм:; 60,8; Соединение:; Кабель с разъемом M12; Тип выходного сигнала:; PNP/NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 50",https://sensoren.ru/product/shchelevoy_datchik_banner_slm50b6qpma/,под заказ
Щелевой датчик Pepperl Fuchs GL121-RT/32/40a/98a,67 700 руб.,"Глубина щели, мм:; 60; Соединение:; Разъем M8; Тип выходного сигнала:; PNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 121",https://sensoren.ru/product/shchelevoy_datchik_pepperl_fuchs_gl121_rt_32_40a_98a/,под заказ
"Индуктивный щелевой датчик Pepperl Fuchs SB3,5-E2-Y112885",26 500 руб.,"Соединение:; Коннектор DuPont; Тип выходного сигнала:; PNP; Функция переключения:; NO; Ширина щели, мм:; 3,5",https://sensoren.ru/product/induktivnyy_shchelevoy_datchik_pepperl_fuchs_sb3_5_e2_y112885/,под заказ
Щелевой датчик SICK WFM180-120P311,30 320 руб.,"Глубина щели, мм:; 124; Соединение:; Разъем M8; Тип выходного сигнала:; PNP; Функция переключения:; на свет; Ширина щели, мм:; 180",https://sensoren.ru/product/shchelevoy_datchik_sick_wfm180_120p311/,под заказ
Щелевой датчик Wenglor YH08NCT8,40 600 руб.,"Глубина щели, мм:; 55; Соединение:; Разъем M8; Тип выходного сигнала:; NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 80",https://sensoren.ru/product/shchelevoy_datchik_wenglor_yh08nct8/,под заказ
Щелевой датчик Banner SLM80B6QPMA,58 300 руб.,"Глубина щели, мм:; 60,8; Соединение:; Кабель с разъемом M12; Тип выходного сигнала:; PNP/NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 80",https://sensoren.ru/product/shchelevoy_datchik_banner_slm80b6qpma/,под заказ
Щелевой датчик Pepperl Fuchs GL5-U/28a/155,4 400 руб.,"Тип выходного сигнала:; 2 NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 5",https://sensoren.ru/product/shchelevoy_datchik_pepperl_fuchs_gl5_u_28a_155/,под заказ
Щелевой датчик Banner SLM180P6Q,55 100 руб.,"Глубина щели, мм:; 120,7; Соединение:; Разъем M8; Тип выходного сигнала:; PNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 180",https://sensoren.ru/product/shchelevoy_datchik_banner_slm180p6q/,под заказ
Щелевой датчик для этикеток Banner SLE5-NIR-Q7,40 500 руб.,"Глубина щели, мм:; 50; Соединение:; Разъем; Тип выходного сигнала:; NPN; Функция переключения:; NO/NC; Ширина щели, мм:; 5",https://sensoren.ru/product/shchelevoy_datchik_dlya_etiketok_banner_sle5_nir_q7/,под заказ
Щелевой датчик Pepperl Fuchs GL30-RT/30/40a/98a,48 900 руб.,"Глубина щели, мм:; 35; Соединение:; Разъем M8; Тип выходного сигнала:; NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 30",https://sensoren.ru/product/shchelevoy_datchik_pepperl_fuchs_gl30_rt_30_40a_98a/,под заказ
Индуктивный щелевой датчик Pepperl Fuchs SJ30-A,54 800 руб.,"Соединение:; Кабель; Тип выходного сигнала:; NPN; Функция переключения:; NO/NC; Ширина щели, мм:; 30",https://sensoren.ru/product/induktivnyy_shchelevoy_datchik_pepperl_fuchs_sj30_a/,под заказ
Щелевой датчик LANBAO PU05M-TGPR-R,1 300 руб.,"Глубина щели, мм:; 8,4; Соединение:; Кабель; Тип выходного сигнала:; PNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 5",https://sensoren.ru/product/shchelevoy_datchik_lanbao_pu05m_tgpr_r/,под заказ
Ультразвуковой щелевой датчик этикетки Microsonic esf-1/CF/A,120 700 руб.,"Глубина щели, мм:; 70; Соединение:; Разъем; Тип выходного сигнала:; PNP/NPN; Функция переключения:; NO/NC; Ширина щели, мм:; 6",https://sensoren.ru/product/ultrazvukovoy_shchelevoy_datchik_etiketki_microsonic_esf_1_cf_a/,под заказ
Ультразвуковой щелевой датчик этикетки Leuze Electronic IGSU14E/1WT.3-M12V,99 410 руб.,"Глубина щели, мм:; 80; Соединение:; Разъем; Тип выходного сигнала:; PUSH/PULL; Функция переключения:; NO/NC; Ширина щели, мм:; 4",https://sensoren.ru/product/ultrazvukovoy_shchelevoy_datchik_etiketki_leuze_electronic_igsu14e_1wt_3_m12v/,под заказ
Оптический щелевой датчик этикеток Leuze Electronic GS 61/6.3,37 260 руб.,"Глубина щели, мм:; 41; Соединение:; Кабель; Тип выходного сигнала:; PUSH/PULL; Ширина щели, мм:; 3",https://sensoren.ru/product/opticheskiy_shchelevoy_datchik_etiketok_leuze_electronic_gs_61_6_3/,под заказ
Щелевой датчик Pepperl Fuchs RAL70-IR/32/98,220 000 руб.,"Глубина щели, мм:; 70; Соединение:; Разъем M8; Тип выходного сигнала:; PNP; Функция переключения:; на затемнение; Ширина щели, мм:; 70",https://sensoren.ru/product/shchelevoy_datchik_pepperl_fuchs_ral70_ir_32_98/,под заказ
Щелевой датчик Pepperl Fuchs GL30-IR/32/40a/98a,50 400 руб.,"Глубина щели, мм:; 35; Соединение:; Разъем M8; Тип выходного сигнала:; PNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 30",https://sensoren.ru/product/shchelevoy_datchik_pepperl_fuchs_gl30_ir_32_40a_98a/,под заказ
Щелевой датчик SICK WF120-60B410,39 420 руб.,"Глубина щели, мм:; 59; Соединение:; Разъем M8; Тип выходного сигнала:; PNP/NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 120",https://sensoren.ru/product/shchelevoy_datchik_sick_wf120_60b410/,под заказ
Щелевой датчик SICK WF50-60B410,33 350 руб.,"Глубина щели, мм:; 59; Соединение:; Разъем M8; Тип выходного сигнала:; PNP/NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 50",https://sensoren.ru/product/shchelevoy_datchik_sick_wf50_60b410/,под заказ
Щелевой датчик SICK WFM80-60P311,22 740 руб.,"Глубина щели, мм:; 60; Соединение:; Разъем M8; Тип выходного сигнала:; PNP; Функция переключения:; на свет; Ширина щели, мм:; 80",https://sensoren.ru/product/shchelevoy_datchik_sick_wfm80_60p311/,под заказ
DATASENSING SR21-IR щелевой датчик для этикеток,22 100 руб.,,https://sensoren.ru/product/opticheskie_schelevie_datchiki_datalogic-datasensor_sr21_dlya_etiketok/,в наличии
Ультразвуковой датчик этикеток LANBAO LAU-TR05DFB-E3,47 500 руб.,,https://sensoren.ru/product/ultrazvukovoy_datchik_etiketok_lanbao_lau_tr05dfb_e3/,в наличии
Фотоэлектрический датчик этикеток LANBAO LAP-TR03TPB-F3,9 060 руб.,,https://sensoren.ru/product/fotoelektricheskiy_datchik_etiketok_lanbao_lap_tr03tpb_f3/,в наличии
Фотоэлектрический датчик этикеток LANBAO LAP-TR03TNB-F3,9 060 руб.,,https://sensoren.ru/product/fotoelektricheskiy_datchik_etiketok_lanbao_lap_tr03tnb_f3/,в наличии
Оптический вилочный датчик Autonics BS5-T2M-P,,,https://sensoren.ru/product/opticheskiy_vilochnyy_datchik_autonics_bs5_t2m_p/,под заказ
,,,https://sensoren.ru/product/shchelevoy_datchik_lanbao_pu30_tdpb/,
,,,https://sensoren.ru/product/opticheskiy_shchelevoy_datchik_etiketok_leuze_electronic_gs_61_6_2_200_s12/,
,,,https://sensoren.ru/product/shchelevoy_datchik_etiketki_sick_ufn3_70b413/,
,,,https://sensoren.ru/product/induktivnyy_shchelevoy_datchik_sensor_vbi_shch10_111u_1111_z/,
,,,https://sensoren.ru/product/ultrazvukovoy_shchelevoy_datchik_etiketki_nm_nus_609pn/,
,,,https://sensoren.ru/product/shchelevoy_datchik_dlya_etiketok_datalogic_sr23_2_ir_ph/,
,,,https://sensoren.ru/product/opticheskiy_shchelevoy_datchik_etiketki_telemecanique_xuve04m3ksnm8/,
Щелевой датчик Banner SLE30B6VYQ,43 000 руб.,"Глубина щели, мм:; 45; Соединение:; Разъем M12; Тип выходного сигнала:; PNP/NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 30",https://sensoren.ru/product/shchelevoy_datchik_banner_sle30b6vyq/,под заказ
Щелевой датчик Pepperl Fuchs GL2-P/153,2 500 руб.,"Соединение:; Кабель; Тип выходного сигнала:; NPN; Ширина щели, мм:; 1,8",https://sensoren.ru/product/shchelevoy_datchik_pepperl_fuchs_gl2_p_153/,под заказ
"Индуктивный щелевой датчик Pepperl Fuchs SB3,5-A2-0,5M-V31",14 900 руб.,"Соединение:; Кабель с разъемом; Тип выходного сигнала:; PNP; Функция переключения:; NO/NC; Ширина щели, мм:; 3,5",https://sensoren.ru/product/induktivnyy_shchelevoy_datchik_pepperl_fuchs_sb3_5_a2_0_5m_v31/,под заказ
Оптический вилочный датчик Autonics BS5-V1M,1 660 руб.,"Глубина щели, мм:; 9; Соединение:; Кабель; Тип выходного сигнала:; NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 5",https://sensoren.ru/product/opticheskiy_vilochnyy_datchik_autonics_bs5_v1m/,под заказ
Щелевой датчик SICK WF50-40B416,33 350 руб.,"Глубина щели, мм:; 42; Соединение:; Разъем M8; Тип выходного сигнала:; PNP/NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 50",https://sensoren.ru/product/shchelevoy_datchik_sick_wf50_40b416/,под заказ
Щелевой датчик Banner SLE10B6VYQ,43 000 руб.,"Глубина щели, мм:; 45; Соединение:; Разъем M12; Тип выходного сигнала:; PNP/NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 10",https://sensoren.ru/product/shchelevoy_datchik_banner_sle10b6vyq/,под заказ
Щелевой датчик Pepperl Fuchs RAL100-IR/32/98,235 800 руб.,"Глубина щели, мм:; 98; Соединение:; Разъем M8; Тип выходного сигнала:; PNP; Функция переключения:; на затемнение; Ширина щели, мм:; 100",https://sensoren.ru/product/shchelevoy_datchik_pepperl_fuchs_ral100_ir_32_98/,под заказ
Щелевой датчик Pepperl Fuchs GL-ES-IR/115/127,46 200 руб.,"Глубина щели, мм:; 24; Соединение:; Кабель; Тип выходного сигнала:; 2 NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 24",https://sensoren.ru/product/shchelevoy_datchik_pepperl_fuchs_gl_es_ir_115_127/,под заказ
Индуктивный щелевой датчик Pepperl Fuchs SJ2-SN-Y285869,64 900 руб.,"Соединение:; Кабель; Тип выходного сигнала:; NAMUR; Функция переключения:; NC; Ширина щели, мм:; 2",https://sensoren.ru/product/induktivnyy_shchelevoy_datchik_pepperl_fuchs_sj2_sn_y285869/,под заказ
Индуктивный щелевой датчик Pepperl Fuchs SJ10-E,25 700 руб.,"Соединение:; Кабель; Тип выходного сигнала:; NPN; Функция переключения:; NO; Ширина щели, мм:; 10",https://sensoren.ru/product/induktivnyy_shchelevoy_datchik_pepperl_fuchs_sj10_e/,под заказ
Щелевой датчик DATASENSING SRF-120-5-N,35 784 руб.,"Глубина щели, мм:; 54; Соединение:; Разъем M8; Тип выходного сигнала:; NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 120",https://sensoren.ru/product/shchelevoy_datchik_datalogic_srf_120_5_n/,под заказ
Щелевой датчик Pepperl Fuchs GL80-RT/30/40a/98a,53 700 руб.,"Глубина щели, мм:; 55; Соединение:; Разъем M8; Тип выходного сигнала:; NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 80",https://sensoren.ru/product/shchelevoy_datchik_pepperl_fuchs_gl80_rt_30_40a_98a/,под заказ
Щелевой датчик SICK WFM50-60P321,21 230 руб.,"Глубина щели, мм:; 60; Соединение:; Разъем M8; Тип выходного сигнала:; PNP; Функция переключения:; на затемнение; Ширина щели, мм:; 50",https://sensoren.ru/product/shchelevoy_datchik_sick_wfm50_60p321/,под заказ
Щелевой датчик LANBAO PU05M-TGPR-K-F4,2 010 руб.,"Глубина щели, мм:; 8,4; Соединение:; Кабель с разъемом; Тип выходного сигнала:; PNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 5",https://sensoren.ru/product/shchelevoy_datchik_lanbao_pu05m_tgpr_k_f4/,под заказ
Ультразвуковой щелевой датчик этикетки Leuze Electronic IGSU14E/LWT.3-M12V,99 410 руб.,"Глубина щели, мм:; 80; Соединение:; Разъем; Тип выходного сигнала:; PUSH/PULL; Функция переключения:; NO/NC; Ширина щели, мм:; 4",https://sensoren.ru/product/ultrazvukovoy_shchelevoy_datchik_etiketki_leuze_electronic_igsu14e_lwt_3_m12v/,под заказ
Щелевой датчик Banner SLM20P6Q,47 500 руб.,"Глубина щели, мм:; 60,8; Соединение:; Разъем M8; Тип выходного сигнала:; PNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 20",https://sensoren.ru/product/shchelevoy_datchik_banner_slm20p6q/,под заказ
Щелевой датчик Pepperl Fuchs GLP50-RT/40b/103/156,54 800 руб.,"Глубина щели, мм:; 54; Соединение:; Разъем M8; Тип выходного сигнала:; PNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 50",https://sensoren.ru/product/shchelevoy_datchik_pepperl_fuchs_glp50_rt_40b_103_156/,под заказ
Щелевой датчик Pepperl Fuchs GL5-Y/28a/115,4 500 руб.,"Соединение:; Кабель; Тип выходного сигнала:; 2 NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 5",https://sensoren.ru/product/shchelevoy_datchik_pepperl_fuchs_gl5_y_28a_115/,под заказ
Щелевой датчик Pepperl Fuchs GL-ES-IR/115/120,42 500 руб.,"Глубина щели, мм:; 24; Соединение:; Кабель; Тип выходного сигнала:; 2xPNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 24",https://sensoren.ru/product/shchelevoy_datchik_pepperl_fuchs_gl_es_ir_115_120/,под заказ
"Индуктивный щелевой датчик Pepperl Fuchs SB3,5-G-E2",11 000 руб.,"Соединение:; Кабель; Тип выходного сигнала:; PNP; Функция переключения:; NO; Ширина щели, мм:; 3,5",https://sensoren.ru/product/induktivnyy_shchelevoy_datchik_pepperl_fuchs_sb3_5_g_e2/,под заказ
"Индуктивный щелевой датчик Pepperl Fuchs SB3,5-E2-BU",11 000 руб.,"Соединение:; Кабель; Тип выходного сигнала:; PNP; Функция переключения:; NO; Ширина щели, мм:; 3,5",https://sensoren.ru/product/induktivnyy_shchelevoy_datchik_pepperl_fuchs_sb3_5_e2_bu/,под заказ
Щелевой датчик LANBAO PU05M-TGNR-R,1 300 руб.,"Глубина щели, мм:; 8,4; Соединение:; Кабель; Тип выходного сигнала:; NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 5",https://sensoren.ru/product/shchelevoy_datchik_lanbao_pu05m_tgnr_r/,под заказ
Индуктивный щелевой датчик Pepperl Fuchs SJ5-K-N-6M,22 500 руб.,"Соединение:; Кабель; Тип выходного сигнала:; NAMUR; Функция переключения:; NC; Ширина щели, мм:; 5",https://sensoren.ru/product/induktivnyy_shchelevoy_datchik_pepperl_fuchs_sj5_k_n_6m/,под заказ
Индуктивный щелевой датчик Pepperl Fuchs SJ30-A2-6M,62 900 руб.,"Соединение:; Кабель; Тип выходного сигнала:; PNP; Функция переключения:; NO/NC; Ширина щели, мм:; 30",https://sensoren.ru/product/induktivnyy_shchelevoy_datchik_pepperl_fuchs_sj30_a2_6m/,под заказ
Индуктивный щелевой датчик Pepperl Fuchs SJ15-E2-Y05780,48 600 руб.,"Соединение:; Кабель; Тип выходного сигнала:; PNP; Функция переключения:; NO; Ширина щели, мм:; 15",https://sensoren.ru/product/induktivnyy_shchelevoy_datchik_pepperl_fuchs_sj15_e2_y05780/,под заказ
Щелевой датчик SICK WFL120-95B41CA00,60 640 руб.,"Глубина щели, мм:; 95; Соединение:; Разъем M8; Тип выходного сигнала:; PUSH/PULL; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 120",https://sensoren.ru/product/shchelevoy_datchik_sick_wfl120_95b41ca00/,под заказ
Щелевой датчик Banner SLO30VB6Q,33 800 руб.,"Глубина щели, мм:; 45; Соединение:; Разъем M12; Тип выходного сигнала:; PNP/NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 30",https://sensoren.ru/product/shchelevoy_datchik_banner_slo30vb6q/,под заказ
Щелевой датчик для этикеток Pepperl Fuchs GLD3-RT/115b/123/147,52 600 руб.,"Глубина щели, мм:; 54; Соединение:; Кабель с разъемом; Тип выходного сигнала:; PNP/NPN; Функция переключения:; NO/NC; Ширина щели, мм:; 3",https://sensoren.ru/product/shchelevoy_datchik_dlya_etiketok_pepperl_fuchs_gld3_rt_115b_123_147/,под заказ
Щелевой датчик Pepperl Fuchs GL3-T/153,2 000 руб.,"Соединение:; Кабель; Тип выходного сигнала:; NPN; Ширина щели, мм:; 3,15",https://sensoren.ru/product/shchelevoy_datchik_pepperl_fuchs_gl3_t_153/,под заказ
Оптический вилочный датчик Autonics BS5-V2M-P,1 500 руб.,"Глубина щели, мм:; 9; Соединение:; Разъем; Тип выходного сигнала:; PNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 5",https://sensoren.ru/product/opticheskiy_vilochnyy_datchik_autonics_bs5_v2m_p/,под заказ
Щелевой датчик SICK WF80-60B416,37 900 руб.,"Глубина щели, мм:; 59; Соединение:; Разъем M8; Тип выходного сигнала:; PNP/NPN; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 80",https://sensoren.ru/product/shchelevoy_datchik_sick_wf80_60b416/,под заказ
Щелевой датчик Pepperl Fuchs GL5-L/43a/115a,5 200 руб.,"Соединение:; Кабель с разъемом M8; Тип выходного сигнала:; 2xPNP; Функция переключения:; на свет/на затемнение; Ширина щели, мм:; 5",https://sensoren.ru/product/shchelevoy_datchik_pepperl_fuchs_gl5_l_43a_115a/,под заказ
"Индуктивный щелевой датчик Pepperl Fuchs SJ3,5-H",13 400 руб.,"Соединение:; Кабель; Тип выходного сигнала:; NAMUR; Функция переключения:; NC; Ширина щели, мм:; 3,5",https://sensoren.ru/product/induktivnyy_shchelevoy_datchik_pepperl_fuchs_sj3_5_h/,под заказ
Щелевой датчик этикетки SICK UFN3-70N417,77 320 руб.,"Глубина щели, мм:; 69; Соединение:; Разъем; Тип выходного сигнала:; NPN; Функция переключения:; NO/NC; Ширина щели, мм:; 3",https://sensoren.ru/product/shchelevoy_datchik_etiketki_sick_ufn3_70n417/,под заказ
