Название,Цена,Артикул,Описание,Ссылка
PS2-30M53-15N21-K,1 728 руб.,4673759505551,"Индуктивный датчик, М30, L-53 мм, Sn 15 мм, не заподлицо, NPN, замыкающий, NO, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m53-15n21-k
PS2-30M53-15N31-K,1 728 руб.,4673759505568,"Индуктивный датчик, М30, L-53 мм, Sn 15 мм, не заподлицо, PNP, размыкающий, NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m53-15n31-k
PS2-30M53-15N41-K,1 728 руб.,4673759512481,"Индуктивный датчик, М30, L-53 мм, Sn 15 мм, не заподлицо, NPN, размыкающий, NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m53-15n41-k
PS2-30M53-15N51-K,1 788 руб.,4673759511156,"Индуктивный датчик, М30, L-53 мм, Sn 15 мм, не заподлицо, PNP, переключающий, NO+NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/4x0,2/ 2 м.",https://mega-k.com/products/ps2-30m53-15n51-k
PS2-30M53-15N61-K,1 788 руб.,4673759505575,"Индуктивный датчик, М30, L-53 мм, Sn 15 мм, не заподлицо, NPN, переключающий, NO+NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/4x0,2/ 2 м.",https://mega-k.com/products/ps2-30m53-15n61-k
PS2-30M60-10B11-C4,2 004 руб.,4673759505599,"Индуктивный датчик, М30, L-60 мм, Sn 10 мм, заподлицо, PNP, замыкающий, NO, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-30m60-10b11-c4
PS2-30M60-10B21-C4,2 004 руб.,4673759505605,"Индуктивный датчик, М30, L-60 мм, Sn 10 мм, заподлицо, NPN, замыкающий, NO, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-30m60-10b21-c4
PS2-30M60-10B31-C4,2 004 руб.,4673759513525,"Индуктивный датчик, М30, L-60 мм, Sn 10 мм, заподлицо, PNP, размыкающий, NC, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-30m60-10b31-c4
PS2-30M60-10B41-C4,2 004 руб.,4673759513532,"Индуктивный датчик, М30, L-60 мм, Sn 10 мм, заподлицо, NPN, размыкающий, NC, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-30m60-10b41-c4
PS2-30M60-15N11-C4,2 004 руб.,4673759505629,"Индуктивный датчик, М30, L-60 мм, Sn 15 мм, не заподлицо, PNP, замыкающий, NO, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-30m60-15n11-c4
