Название,Цена,Артикул,Описание,Ссылка
PS2-08M16-2B11-K,2 988 руб.,4673759500068,"Индуктивный датчик, М8, L-16 мм, Sn 2 мм, заподлицо, PNP, замыкающий, NO, -25...+75 °C, 5,5...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m16-2b11-k
PS2-08M20-2B11-K,2 472 руб.,4673759500075,"Индуктивный датчик, М8, L-20 мм, Sn 2 мм, заподлицо, PNP, замыкающий, NO, -25...+75 °C, 5,5...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m20-2b11-k
PS2-08M20-2B31-K,2 472 руб.,4673759500082,"Индуктивный датчик, М8, L-20 мм, Sn 2 мм, заподлицо, PNP, размыкающий, NC, -25...+75 °C, 5,5...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m20-2b31-k
PS2-08M20-3N11-K,2 472 руб.,4673759500105,"Индуктивный датчик, М8, L-20 мм, Sn 3 мм, не заподлицо, PNP, замыкающий, NO, -25...+75 °C, 5,5...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m20-3n11-k
PS2-08M20-3N31-K,2 472 руб.,4673759500112,"Индуктивный датчик, М8, L-20 мм, Sn 3 мм, не заподлицо, PNP, размыкающий, NC, -25...+75 °C, 5,5...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m20-3n31-k
PS2-08M33-2B11-K,1 560 руб.,4673759500129,"Индуктивный датчик, М8, L-33 мм, Sn 2 мм, заподлицо, PNP, замыкающий, NO, -25...+75 °C, 10...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m33-2b11-k
PS2-08M33-2B21-K,1 560 руб.,4673759500167,"Индуктивный датчик, М8, L-33 мм, Sn 2 мм, заподлицо, NPN, замыкающий, NO, -25...+75 °C, 10...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m33-2b21-k
PS2-08M33-2B31-K,1 560 руб.,4673759500198,"Индуктивный датчик, М8, L-33 мм, Sn 2 мм, заподлицо, PNP, размыкающий, NC, -40...+70 °C, 10...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m33-2b31-k
PS2-08M33-2B41-K,1 560 руб.,4673759500204,"Индуктивный датчик, М8, L-33 мм, Sn 2 мм, заподлицо, NPN, размыкающий, NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m33-2b41-k
PS2-08M33-3B11-K,1 824 руб.,4673759500211,"Индуктивный датчик, М8, L-33 мм, Sn 3 мм, заподлицо, PNP, замыкающий, NO, -25...+75 °C, 10...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m33-3b11-k
PS2-08M33-3B21-K,1 824 руб.,4673759500235,"Индуктивный датчик, М8, L-33 мм, Sn 3 мм, заподлицо, NPN, замыкающий, NO, -25...+75 °C, 10...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m33-3b21-k
PS2-08M33-3B31-K,1 824 руб.,4673759500259,"Индуктивный датчик, М8, L-33 мм, Sn 3 мм, заподлицо, PNP, размыкающий, NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m33-3b31-k
PS2-08M33-3B41-K,1 824 руб.,4673759500266,"Индуктивный датчик, М8, L-33 мм, Sn 3 мм, заподлицо, NPN, размыкающий, NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m33-3b41-k
PS2-08M33-3N11-K,1 560 руб.,4673759500273,"Индуктивный датчик, М8, L-33 мм, Sn 3 мм, не заподлицо, PNP, замыкающий, NO, -25...+75 °C, 10...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m33-3n11-k
PS2-08M33-3N21-K,1 560 руб.,4673759500303,"Индуктивный датчик, М8, L-33 мм, Sn 3 мм, не заподлицо, NPN, замыкающий, NO, -25...+75 °C, 10...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m33-3n21-k
PS2-08M33-3N31-K,1 560 руб.,4673759500327,"Индуктивный датчик, М8, L-33 мм, Sn 3 мм, не заподлицо, PNP, размыкающий, NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m33-3n31-k
PS2-08M33-3N41-K,1 560 руб.,4673759500334,"Индуктивный датчик, М8, L-33 мм, Sn 3 мм, не заподлицо, NPN, размыкающий, NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m33-3n41-k
PS2-08M33-4B11-K,2 340 руб.,4673759500341,"Индуктивный датчик, М8, L-33 мм, Sn 4 мм, заподлицо, PNP, замыкающий, NO, -25...+75 °C, 10...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m33-4b11-k
PS2-08M33-4B31-K,2 340 руб.,4673759500358,"Индуктивный датчик, М8, L-33 мм, Sn 4 мм, заподлицо, PNP, размыкающий, NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m33-4b31-k
PS2-08M33-4N11-K,2 040 руб.,4673759500365,"Индуктивный датчик, М8, L-33 мм, Sn 4 мм, не заподлицо, PNP, замыкающий, NO, -25...+75 °C, 10...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m33-4n11-k
PS2-08M33-4N21-K,2 040 руб.,4673759500389,"Индуктивный датчик, М8, L-33 мм, Sn 4 мм, не заподлицо, NPN, замыкающий, NO, -25...+75 °C, 10...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m33-4n21-k
PS2-08M33-4N31-K,2 040 руб.,4673759500396,"Индуктивный датчик, М8, L-33 мм, Sn 4 мм, не заподлицо, PNP, размыкающий, NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m33-4n31-k
PS2-08M33-4N41-K,2 040 руб.,4673759500402,"Индуктивный датчик, М8, L-33 мм, Sn 4 мм, не заподлицо, NPN, размыкающий, NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 4 мм/3x0,14/ 2 м.",https://mega-k.com/products/ps2-08m33-4n41-k
