Название,Цена,Артикул,Описание,Ссылка
PS2-18M33-8B11-K,1 572 руб.,4673759503090,"Индуктивный датчик, М18, L-33 мм, Sn 8 мм, заподлицо, PNP, замыкающий, NO, -25...+75 °C, 5,5...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-18m33-8b11-k
PS2-18M33-8B21-K,1 572 руб.,4673759503144,"Индуктивный датчик, М18, L-33 мм, Sn 8 мм, заподлицо, NPN, замыкающий, NO, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-18m33-8b21-k
PS2-18M33-8B31-K,1 572 руб.,4673759503151,"Индуктивный датчик, М18, L-33 мм, Sn 8 мм, заподлицо, PNP, размыкающий, NC, -25...+75 °C, 5,5...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-18m33-8b31-k
PS2-18M45-8B11-Z,1 572 руб.,4673759503212,"Индуктивный датчик, М18, L-45 мм, Sn 8 мм, заподлицо, PNP, замыкающий, NO, -25...+75 °C, 5,5...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-18m45-8b11-z
PS2-18M45-8B31-Z,1 572 руб.,4673759503229,"Индуктивный датчик, М18, L-45 мм, Sn 8 мм, заподлицо, PNP, размыкающий, NC, -25...+75 °C, 5,5...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-18m45-8b31-z
PS2-18M53-12B11-C4,3 108 руб.,4673759503823,"Индуктивный датчик, М18, L-53 мм, Sn 12 мм, заподлицо, PNP, замыкающий, NO, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-18m53-12b11-c4
PS2-18M53-12B11-K,2 928 руб.,4673759503496,"Индуктивный датчик, М18, L-53 мм, Sn 12 мм, заподлицо, PNP, замыкающий, NO, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-18m53-12b11-k
PS2-18M53-12B31-C4,3 108 руб.,4673759503830,"Индуктивный датчик, М18, L-53 мм, Sn 12 мм, заподлицо, PNP, размыкающий, NC, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-18m53-12b31-c4
PS2-18M53-12B31-K,2 928 руб.,4673759503526,"Индуктивный датчик, М18, L-53 мм, Sn 12 мм, заподлицо, PNP, размыкающий, NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-18m53-12b31-k
PS2-18M53-12N11-C4,1 920 руб.,4673759503847,"Индуктивный датчик, М18, L-53 мм, Sn 12 мм, не заподлицо, PNP, замыкающий, NO, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-18m53-12n11-c4
